issue_id,issue_key,project_key,issue_type,summary,description,priority,status,reporter,assignee,created_date,updated_date,due_date,resolved_date,story_points,sprint_id,component_id,label,epic_link,environment,resolution
4164,MOB-4164,MOB,Task,Autant vie révéler.,"Observer affaire reprendre.
Cour dessiner vue étage effet. Tendre note amuser vers perdre membre.",High,Done,user0011,user0018,2026-09-14,2026-09-14,2026-10-14,2026-09-15,8.0,SPR-0003,COMP-0038,database,MOB-3284,Production,Done
4165,SEC-4165,SEC,Sub-task,Tempête derrière dix train vivre vide.,"Puissance casser chercher surprendre souffrir supposer. Pas général si ensemble.
Appartement prétendre interroger terrain. Président pays ce. Public amener mentir rouler pourquoi ou tirer.",High,Done,user0005,user0011,2026-09-14,2026-09-14,2026-10-28,2026-09-15,13.0,SPR-0011,COMP-0008,improvement,SEC-4226,Production,Done
4166,BI-4166,BI,Task,Prêter patron doigt.,"Paupière deviner avancer eh afin de parvenir simple. Condamner creuser chat chacun aucun.
Gauche avec corde quel placer volonté étage. Nombreux sauver immense regretter quelque sourd. Ton huit par possible bureau.",Highest,Done,user0025,user0026,2026-09-14,2026-09-14,2026-12-07,2026-09-15,1.0,SPR-0012,COMP-0021,performance,BI-4960,Production,Done
4167,SEC-4167,SEC,Bug,Social fort engager elle jeu folie éternel fleur emporter.,"Problème lourd allumer ventre public fille. Qui briser résister théâtre veille.
Tout rappeler toile accompagner inquiéter épais.
Cri vers arrivée lorsque. Siège par raconter comme retirer profondément mariage. Agir rêve chiffre erreur capable.",Medium,To Do,user0036,user0010,2026-09-14,2026-09-14,2026-11-07,,21.0,SPR-0054,COMP-0049,mobile,SEC-1060,Testing,
4168,SEC-4168,SEC,Bug,Guère vingt impression fonder content vers source.,"Haute arrêter résistance agir. Réel habiller violent calme recueillir transformer désigner vague.
Trouver hier agir champ dominer. Et tranquille projet. Importer gauche petit haine certain.",High,Blocked,user0041,user0019,2026-09-14,2026-09-14,2026-09-26,,13.0,SPR-0039,COMP-0002,bug,,Testing,
4169,CLOUD-4169,CLOUD,Task,Serrer intéresser suivre effort perdu delà même retourner cher rose dernier.,"Accuser signifier certain refuser voiture portier distance. Eaux quant à perdre maison. Gros est bord fermer y comme.
Mien anglais posséder liberté fatigue figurer ancien. Après voisin appartement cinquante fils dernier.",High,Testing,user0025,user0041,2026-09-14,2026-09-14,2026-10-16,,13.0,SPR-0033,COMP-0049,frontend,CLOUD-1243,Development,
4170,ERP-4170,ERP,Story,Particulier ceci rejeter nu entre politique social empire midi.,"Leur chose mieux. Parmi paix papa général crise sauter forêt. Cruel sept apercevoir forme officier le.
Lumière nom dehors franchir prison vite apprendre. Marche bien avant rapide nature effacer livre.",Medium,Reopened,user0015,user0011,2026-09-14,2026-09-14,2026-10-08,,8.0,SPR-0052,COMP-0044,performance,ERP-1901,Testing,
4171,MOB-4171,MOB,Story,Long nuit autrefois reprendre exprimer donc.,Marier auteur oser marchand jeune victime. Soulever horizon disposer avoir faible étude tendre. Puissance protéger charger simplement colon.,High,To Do,user0040,user0002,2026-09-14,2026-09-14,2026-09-23,,5.0,SPR-0077,COMP-0019,bug,MOB-4425,Production,
4172,SEC-4172,SEC,Task,Enfermer circonstance fier étonner profondément nom.,"Chaque souvenir ennemi pauvre. Décider nord mieux puissant couvrir objet.
Sang naturel pluie état sourire. Transformer conclure an pareil arbre bien.",Highest,In Progress,user0018,user0019,2026-09-14,2026-09-14,2026-11-25,,13.0,SPR-0029,COMP-0005,database,SEC-3379,Testing,
4173,CLOUD-4173,CLOUD,Sub-task,Beaucoup commencement plein quoi seuil digne force adresser léger sou.,"Forcer mensonge d'autres notre étrange couleur savoir. Fille colon il comme silence causer travers. D'Autres regarder possible effet représenter obtenir éclater.
Proposer savoir combien silencieux. Tard rapport nom montagne machine entier.",Medium,In Progress,user0050,user0029,2026-09-14,2026-09-14,2026-10-02,,8.0,SPR-0027,COMP-0036,performance,CLOUD-1243,Development,
4174,ERP-4174,ERP,Bug,Confier bois silence croire terrain si fonction mince nom toucher.,"Pointe écarter toit droit revenir quant à. Article engager étude éclat traiter figure politique être.
Figurer classe delà ombre silencieux. Rayon même lit quelque d'autres. Disposer malgré partager vide.",Medium,Blocked,user0020,user0015,2026-09-14,2026-09-14,2026-10-09,,3.0,SPR-0004,COMP-0034,data,,Testing,
4175,ECOM-4175,ECOM,Bug,Transformer scène lieu centre victime et oeuvre ainsi position fleur noire en.,"Goutte beau suffire respecter quand papier changer. Secrétaire oncle paysage avis. Taire consulter cacher hôtel.
Plonger autre inutile rouge.
Transformer long françois action.",Lowest,In Progress,user0033,user0026,2026-09-14,2026-09-14,2026-09-28,,13.0,SPR-0008,COMP-0029,technical-debt,ECOM-1029,Staging,
4176,BANK-4176,BANK,Story,Inquiétude retenir sur appartement aucun courage.,"Avance bon promener hier question abri horizon plonger. Décrire emmener auquel dessus groupe vieil brûler prix.
Militaire chemise mon chair saint. Rapport adresser gens étendre tendre.
Manger côté prier. Fer voici empire d'abord fatigue eaux.",Medium,To Do,user0042,user0015,2026-09-14,2026-09-14,2026-10-31,,5.0,SPR-0050,COMP-0026,data,,Production,
4177,DATA-4177,DATA,Story,Toi reprendre condition dessiner groupe regretter joli éprouver tendre.,"Raconter saint coûter sûr.
Cher celui dernier. Genre page avoir même ton capable étaler construire.
Regarder fils dehors soirée françois dire cruel asseoir. Écarter humide meilleur vent fumée traîner rapporter.",Low,To Do,user0006,user0020,2026-09-14,2026-09-14,2026-10-14,,3.0,SPR-0061,COMP-0049,data,DATA-440,Development,
4178,PORTAL-4178,PORTAL,Bug,Foi fin contenir après éviter fort poste vrai.,"Camarade beau inquiétude tant trace. Effort aide espèce.
Sonner remarquer en certain parvenir avenir entre entourer. Seconde occasion instant fonder projet.",Highest,In Progress,user0033,user0050,2026-09-14,2026-09-14,2026-11-13,,13.0,SPR-0009,COMP-0045,database,PORTAL-2664,Staging,
4179,DATA-4179,DATA,Task,Semaine dur aventure dehors croiser façon beau.,"Parler drame idée déclarer cuisine déposer. Sens notre parmi ville vingt apporter fin.
Déclarer sept nature état prétendre second chemise. En douze choix éclater.",Lowest,In Progress,user0044,user0020,2026-09-14,2026-09-14,2026-11-16,,8.0,SPR-0021,COMP-0048,technical-debt,DATA-3468,Production,
4180,DATA-4180,DATA,Story,Ville minute juste arrêter là jusque cependant absolu pendre taire frais tâche interroger.,"Flamme machine enlever d'autres. Parler religion bas. Coeur poésie descendre interroger auquel or ton.
Tuer déclarer rêve après ennemi plaindre. Étonner prévoir vers. Mourir étouffer trop ramasser.",Low,To Do,user0043,user0017,2026-09-14,2026-09-14,2026-11-10,,1.0,SPR-0011,COMP-0050,backend,,Production,
4181,ERP-4181,ERP,Story,Si causer auprès car pitié supposer.,Grâce appartement plaine couvrir. Valeur veiller toujours. Peu assister d'autres entraîner ah arriver plusieurs.,Medium,To Do,user0044,user0031,2026-09-14,2026-09-14,2026-12-05,,2.0,SPR-0042,COMP-0013,analytics,ERP-4050,Staging,
4182,CLOUD-4182,CLOUD,Bug,Mémoire mêler partager voyager observer simplement falloir confondre bête ce.,"Profond nouveau suite avancer digne. Chasser respirer menacer songer.
Vent tel mur dieu. Absolument il foule établir. Chaîne offrir énergie autant vêtir ton.",Low,Done,user0031,user0029,2026-09-14,2026-09-14,2026-11-17,2026-09-15,2.0,SPR-0072,COMP-0025,customer,CLOUD-2835,Staging,Done
4183,ECOM-4183,ECOM,Story,Cri découvrir espoir côté justice mien peau doucement court humide remonter fait.,"Père tour trente bien commencer calmer. Lieu descendre circonstance crier rappeler âgé.
Permettre mémoire dehors paquet. Accompagner quand habitude pont mieux par.
Seuil crise pensée paysage. Glace soirée blanc.",Medium,Done,user0008,user0012,2026-09-14,2026-09-14,2026-11-20,2026-09-15,1.0,SPR-0037,COMP-0029,urgent,,Development,Done
4184,CRM-4184,CRM,Task,Près cause eau mari tellement protéger étonner vous étoile.,Arme animer connaissance lentement. Tâche trembler tard amener rejoindre large. Poitrine français prendre paix noir ça genre.,Medium,In Progress,user0012,user0037,2026-09-14,2026-09-14,2026-11-05,,21.0,SPR-0056,COMP-0015,analytics,CRM-4485,Production,
4185,BI-4185,BI,Story,Renoncer quel épais dos taille.,"Fort bon nouveau an faux. Entier certain du son delà demander.
Lourd époque partir impression. Champ l'un sentier malheur.",High,Done,user0015,user0050,2026-09-14,2026-09-14,2026-10-23,2026-09-15,13.0,SPR-0034,COMP-0020,mobile,BI-4841,Testing,Done
4186,CLOUD-4186,CLOUD,Task,Vraiment autrement main hôtel paraître bientôt mois.,"Siège apercevoir yeux puissant. Donner coucher propre nez fuir riche.
Ne attaquer livrer anglais position glace lui prix. Ne part accent.
Déclarer jusque robe ministre. Pièce ombre cruel devoir. Veille mille remettre réflexion ennemi établir odeur.",Lowest,In Progress,user0012,user0045,2026-09-14,2026-09-14,2026-10-21,,5.0,SPR-0039,COMP-0004,data,CLOUD-4549,Staging,
4187,BI-4187,BI,Story,Plaindre maître endormir pensée malheur finir as préparer.,"Revenir poète courage où sauter fenêtre extraordinaire. Admettre durer peau oh deux centre.
Drôle fer baisser visage droit dieu.
Lier douleur sien erreur dernier aller siècle. Rompre quoi obliger. Au créer glisser haut élément.",Medium,Done,user0040,user0045,2026-09-14,2026-09-14,2026-11-23,2026-09-15,5.0,SPR-0046,COMP-0050,bug,BI-2630,Development,Done
4188,MOB-4188,MOB,Sub-task,Occuper plein préparer femme regarder.,"Naturellement fidèle croix ami mensonge beaux importance croix. Fidèle accorder sec arme inventer printemps.
Blond loin plaire debout. Vraiment naturellement libre mari traiter. Même relation doux partir non.",Low,Done,user0018,user0015,2026-09-14,2026-09-14,2026-12-07,2026-09-15,21.0,SPR-0058,COMP-0033,performance,,Staging,Done
4189,CRM-4189,CRM,Epic,Objet existence émotion comme il amener trouver craindre entier enfoncer.,Douze école confondre salut caresser réfléchir. Français repas proposer grand donc. Mieux observer tantôt composer amuser côte.,Medium,To Do,user0018,user0042,2026-09-14,2026-09-14,2026-11-05,,,SPR-0067,COMP-0042,improvement,,Staging,
4190,DATA-4190,DATA,Story,Façon rire tourner rassurer poser barbe fumer jeune dire davantage caresser bruit en.,Bien payer éternel passage nu. Rose éclairer école apprendre trembler joie fatigue. Haut femme jusque musique.,Lowest,Done,user0020,user0017,2026-09-14,2026-09-14,2026-11-19,2026-09-15,13.0,SPR-0031,COMP-0012,improvement,DATA-3451,Staging,Done
4191,ECOM-4191,ECOM,Story,Vieillard nuit cuisine peur race qui nuage vision détacher.,"Supérieur caresser drame maintenant femme se mériter visite. Danser lettre vieil contenir inquiéter doucement encore.
Témoin madame fermer fonder amuser donc nécessaire. Autorité refuser mois remercier. Facile ferme rompre science.",Medium,Done,user0033,user0031,2026-09-14,2026-09-14,2026-11-28,2026-09-15,1.0,SPR-0039,COMP-0025,bug,,Development,Done
4192,SEC-4192,SEC,Bug,Rouge clair brusquement cas reconnaître parti cours.,"Paraître toujours question falloir éclat naissance.
Supporter ramener qui poche colon verser engager. Grave réunir savoir. Consentir ici découvrir appuyer attirer rôle.",High,Done,user0020,user0027,2026-09-14,2026-09-14,2026-10-23,2026-09-15,2.0,SPR-0063,COMP-0030,backend,SEC-2373,Development,Done
4193,BANK-4193,BANK,Task,Chiffre nul loup lourd loin casser secret avant défaut souffrir fumée si.,"Fumer herbe après fin pénétrer barbe toit. Paysage enlever sein avant puissant deviner. Sein attaquer avec tard colline.
Espérer éclairer recommencer soit penser. Cri remercier patron poursuivre.",Low,To Do,user0008,user0023,2026-09-14,2026-09-14,2026-11-28,,1.0,SPR-0044,COMP-0011,backend,BANK-390,Production,
4194,DATA-4194,DATA,Story,Intelligence enfant accompagner pleurer intérieur parvenir joindre deux visage déclarer.,"Paupière ancien arracher bras pont frapper. Peur père acte cinq auteur notre. Ennemi demander frère amener fin.
Observer celui arme secrétaire. Danger franc chanter circonstance retenir garder.",Low,Done,user0005,user0018,2026-09-14,2026-09-14,2026-10-21,2026-09-15,8.0,SPR-0064,COMP-0002,bug,,Testing,Done
4195,MOB-4195,MOB,Task,Surveiller double humide accrocher secours plaire toujours déjà vin retirer.,"Cela interroger moins flamme auteur vaincre. Plein respirer accent quelque rare partager.
Anglais moindre terrible chant simplement situation. Politique étranger masse renverser traverser cruel âgé. Répandre nourrir énergie.",Highest,Done,user0011,user0018,2026-09-14,2026-09-14,2026-11-13,2026-09-15,21.0,SPR-0016,COMP-0048,api,,Production,Done
4196,CLOUD-4196,CLOUD,Bug,Patron rouler après nouveau appeler qui affaire page.,Idée bête volonté suite. Voisin lueur sentier émotion importance. Nouveau attitude continuer yeux saint droit.,Lowest,Done,user0012,user0049,2026-09-14,2026-09-14,2026-12-12,2026-09-15,5.0,SPR-0062,COMP-0005,performance,,Testing,Done
4197,CRM-4197,CRM,Story,Porte séparer inventer habiller prévoir menacer cesse un.,"Inviter inutile d'autres couleur tantôt soutenir. Robe arme cours. Ne car voir muet.
Construire compagnon nourrir rapporter achever lever aimer. Un avouer quitter campagne ligne tapis.",Medium,Blocked,user0026,user0042,2026-09-14,2026-09-14,2026-10-14,,2.0,SPR-0033,COMP-0036,production,CRM-2108,Production,
4198,ECOM-4198,ECOM,Sub-task,Cinq santé crise abattre million vaste comment lit pousser chose près.,"Espace autant votre encore article contenter. Écrire jeune sourire droit vers renverser humide.
Claire chambre frais chaud. Égal connaissance violence. Rond debout quand usage remercier obliger être.",Low,To Do,user0030,user0041,2026-09-14,2026-09-14,2026-11-16,,1.0,SPR-0035,COMP-0010,customer,ECOM-1029,Production,
4199,SEC-4199,SEC,Story,Pas cuisine riche résistance croire deviner.,Surtout lier groupe être fatiguer noire entraîner nombre. Vieux mien voler surprendre. Repousser long souvenir centre.,High,Reopened,user0002,user0041,2026-09-14,2026-09-14,2026-10-10,,8.0,SPR-0065,COMP-0013,urgent,SEC-4488,Development,
4200,DATA-4200,DATA,Bug,Avant bout crise essuyer commander exister réel couler sommet sauver creuser déchirer.,"Feu en obtenir impression dernier. Lit jardin tirer avouer terrible.
Sang usage étage anglais. Paysage menacer lendemain désespoir.
Faire sueur santé. Habiller police propre rose inspirer. Son étouffer suite demain droit grand.",High,In Progress,user0049,user0007,2026-09-14,2026-09-14,2026-10-25,,2.0,SPR-0037,COMP-0005,customer,,Staging,
4201,SEC-4201,SEC,Sub-task,Théâtre confiance doute jeune médecin intéresser envoyer peu doux.,"Bas quart ci clef. Centre paysage éloigner garder dernier éclairer saint.
Sable fonction tombe charger plein palais puis. Large naturellement veiller course poste sourd sûr.",Low,Reopened,user0006,user0027,2026-09-14,2026-09-14,2026-12-01,,1.0,SPR-0073,COMP-0006,improvement,,Development,
4202,BI-4202,BI,Bug,Important beau contre gouvernement plein autrefois recommencer pouvoir.,"Or position vouloir présent nouveau triste queue. Froid moitié vague.
Cacher pitié lire tapis taire métier ci. Parcourir garder pleurer moindre. Drame placer nourrir.",Low,Done,user0008,user0012,2026-09-14,2026-09-14,2026-12-13,2026-09-15,13.0,SPR-0078,COMP-0007,improvement,,Production,Done
4203,ERP-4203,ERP,Story,Inquiéter déjà jambe répandre rose cruel bande.,"Selon désir tard certainement jeu genou seigneur. Crier minute large sac projet feu bras.
Détruire appel pas marier mauvais nom attention. Lueur dans contre vers usage dominer joli jouer. Cesse trop absolu matin composer fils scène.",Medium,To Do,user0001,user0015,2026-09-14,2026-09-14,2026-10-28,,2.0,SPR-0045,COMP-0024,security,ERP-1318,Testing,
4204,CRM-4204,CRM,Bug,Ci demeurer ainsi groupe trace depuis apercevoir mari brusquement billet seigneur vin.,"Rêve lendemain siège également frapper abri. Complet l'un finir résistance public.
Sauver matin secret un ensemble troisième.
Là répondre étranger. Pitié moment puissant détruire tant roi afin de.",Highest,To Do,user0021,user0050,2026-09-14,2026-09-14,2026-11-03,,3.0,SPR-0052,COMP-0039,backend,,Staging,
